Type	Frequency	bleu	macrof	microf	CHRF1	CHRF3
fc	10	99.95056	99.96990	99.97439	0.999672	0.999768	
food	10	99.93580	99.96990	99.97439	0.999568	0.999616	
fruit	10	99.93861	99.96990	99.97439	0.999533	0.999557	
kulmbach	10	99.93715	99.96990	99.97439	0.999453	0.999405	
go	10	99.93292	99.96990	99.97439	0.999618	0.999714	
discussion	10	99.93507	99.96990	99.97439	0.999388	0.999292	
everything	10	99.93861	99.96990	99.97439	0.999402	0.999306	
easy	10	99.93292	99.96990	99.97439	0.999567	0.999615	
diesel	10	99.93507	99.96990	99.97439	0.999490	0.999490	
cross	10	99.93580	99.96990	99.97439	0.999528	0.999552	
course	10	99.94153	99.96990	99.97439	0.999522	0.999522	
company	10	99.94015	99.96990	99.97439	0.999499	0.999475	
close	10	99.94560	99.96990	99.97439	0.999563	0.999587	
civil	10	99.93150	99.96990	99.97439	0.999517	0.999541	
center	10	99.93365	99.96990	99.97439	0.999498	0.999498	
celebrated	10	99.93077	99.96990	99.97439	0.999367	0.999271	
celebrate	10	99.93150	99.96990	99.97439	0.999397	0.999325	
cdu	10	99.93365	99.96990	99.97439	0.999579	0.999651	
bundesliga	10	99.93507	99.96990	99.97439	0.999377	0.999281	
become	10	99.93511	99.96990	99.97439	0.999494	0.999494	
bolsonaro	10	99.94783	99.96990	99.97439	0.999468	0.999396	
barcelona	10	99.94768	99.96990	99.97439	0.999458	0.999386	
appearance	10	99.93507	99.96990	99.97439	0.999388	0.999292	
agreement	10	99.94145	99.96990	99.97439	0.999443	0.999371	
audi	10	99.93500	99.96990	99.97439	0.999563	0.999611	
wins	9	99.94131	99.96990	99.97653	0.999593	0.999636	
agreed	10	99.93365	99.96990	99.97439	0.999498	0.999498	
2018	10	99.93580	99.96990	99.97439	0.999568	0.999616	
von	9	99.93842	99.96990	99.97653	0.999620	0.999685	
wing	9	99.94200	99.96990	99.97653	0.999613	0.999656	
though	9	99.94415	99.96990	99.97653	0.999569	0.999569	
usa	9	99.94200	99.96990	99.97653	0.999633	0.999698	
times	9	99.94415	99.96990	99.97653	0.999592	0.999614	
tried	9	99.93842	99.96990	99.97653	0.999566	0.999587	
therefore	9	99.94903	99.96990	99.97653	0.999494	0.999429	
themselves	9	99.94415	99.96990	99.97653	0.999451	0.999364	
tafel	9	99.94192	99.96990	99.97653	0.999581	0.999603	
takes	9	99.93984	99.96990	99.97653	0.999572	0.999593	
teams	9	99.93842	99.96990	99.97653	0.999566	0.999587	
talk	9	99.93984	99.96990	99.97653	0.999603	0.999646	
successful	9	99.93842	99.96990	99.97653	0.999430	0.999344	
strong	9	99.93769	99.96990	99.97653	0.999539	0.999539	
street	9	99.94407	99.96990	99.97653	0.999564	0.999564	
stuttgart	9	99.94346	99.96990	99.97653	0.999468	0.999403	
station	9	99.94200	99.96990	99.97653	0.999532	0.999510	
step	9	99.94415	99.96990	99.97653	0.999619	0.999662	
stated	9	99.94131	99.96990	99.97653	0.999549	0.999549	
sound	9	99.94419	99.96990	99.97653	0.999586	0.999608	
speech	9	99.94480	99.96990	99.97653	0.999564	0.999564	
services	9	99.94703	99.96990	99.97653	0.999505	0.999462	
seriously	9	99.94553	99.96990	99.97653	0.999482	0.999417	
return	9	99.93842	99.96990	99.97653	0.999539	0.999539	
result	9	99.94273	99.96990	99.97653	0.999555	0.999555	
remain	9	99.93769	99.96990	99.97653	0.999539	0.999539	
ronaldo	9	99.94480	99.96990	99.97653	0.999530	0.999508	
referendum	9	99.95118	99.96990	99.97653	0.999481	0.999395	
power	9	99.94058	99.96990	99.97653	0.999566	0.999587	
quickly	9	99.94480	99.96990	99.97653	0.999546	0.999524	
recently	9	99.94200	99.96990	99.97653	0.999495	0.999452	
others	9	99.94622	99.96990	99.97653	0.999564	0.999564	
morning	9	99.93915	99.96990	99.97653	0.999512	0.999490	
previously	9	99.95191	99.96990	99.97653	0.999470	0.999383	
muscle	9	99.94768	99.96990	99.97653	0.999565	0.999565	
mosque	9	99.94131	99.96990	99.97653	0.999549	0.999549	
million	9	99.93989	99.96990	99.97653	0.999512	0.999490	
mood	9	99.94415	99.96990	99.97653	0.999609	0.999652	
mesut	9	99.94058	99.96990	99.97653	0.999569	0.999590	
mayor	9	99.93769	99.96990	99.97653	0.999574	0.999596	
mainz	9	99.94838	99.96990	99.97653	0.999653	0.999675	
meeting	9	99.93769	99.96990	99.97653	0.999512	0.999490	
media	9	99.94338	99.96990	99.97653	0.999581	0.999603	
lost	9	99.93769	99.96990	99.97653	0.999593	0.999636	
longer	9	99.93915	99.96990	99.97653	0.999539	0.999539	
main	9	99.94419	99.96990	99.97653	0.999600	0.999643	
lohan	9	99.94407	99.96990	99.97653	0.999581	0.999603	
living	9	99.94346	99.96990	99.97653	0.999551	0.999551	
jürgen	9	99.94265	99.96990	99.97653	0.999554	0.999554	
law	9	99.94838	99.96990	99.97653	0.999666	0.999730	
huge	9	99.93769	99.96990	99.97653	0.999593	0.999636	
involved	9	99.94200	99.96990	99.97653	0.999489	0.999445	
information	9	99.94131	99.96990	99.97653	0.999414	0.999306	
keller	9	99.95045	99.96990	99.97653	0.999579	0.999579	
history	9	99.94911	99.96990	99.97653	0.999566	0.999545	
gets	9	99.94058	99.96990	99.97653	0.999596	0.999639	
hannover	9	99.94273	99.96990	99.97653	0.999508	0.999465	
general	9	99.93984	99.96990	99.97653	0.999518	0.999496	
film	9	99.94273	99.96990	99.97653	0.999603	0.999646	
foreign	9	99.94622	99.96990	99.97653	0.999531	0.999509	
gardening	9	99.94192	99.96990	99.97653	0.999473	0.999408	
enough	9	99.94415	99.96990	99.97653	0.999559	0.999559	
especially	9	99.94192	99.96990	99.97653	0.999454	0.999368	
explained	9	99.94058	99.96990	99.97653	0.999467	0.999402	
eintracht	9	99.95049	99.96990	99.97653	0.999498	0.999433	
currently	9	99.95883	99.96990	99.97653	0.999542	0.999478	
died	9	99.94626	99.96990	99.97653	0.999618	0.999661	
criticism	9	99.94338	99.96990	99.97653	0.999473	0.999408	
conditions	9	99.93769	99.96990	99.97653	0.999430	0.999344	
candidate	9	99.94346	99.96990	99.97653	0.999468	0.999403	
catalan	9	99.93984	99.96990	99.97653	0.999515	0.999493	
champions	9	99.94058	99.96990	99.97653	0.999458	0.999393	
ahlen	9	99.94407	99.96990	99.97653	0.999584	0.999606	
50	9	99.94265	99.96990	99.97653	0.999662	0.999748	
75	9	99.94488	99.96990	99.97653	0.999669	0.999756	
29	9	99.94911	99.96990	99.97653	0.999671	0.999758	
18	9	99.94131	99.96990	99.97653	0.999653	0.999739	
7	9	99.94419	99.96990	99.97653	0.999699	0.999807	
woman	8	99.94965	99.96990	99.97866	0.999627	0.999646	
!	9	99.96663	99.96990	99.97653	0.999776	0.999884	
yes	8	99.96367	99.96990	99.97866	0.999741	0.999799	
weekend	8	99.95177	99.96990	99.97866	0.999581	0.999562	
wolbeck	8	99.95307	99.96990	99.97866	0.999596	0.999577	
youth	8	99.95380	99.96990	99.97866	0.999652	0.999671	
wine	8	99.94750	99.96990	99.97866	0.999638	0.999676	
town	8	99.94535	99.96990	99.97866	0.999638	0.999676	
tree	8	99.94892	99.96990	99.97866	0.999651	0.999690	
transport	8	99.94750	99.96990	99.97866	0.999521	0.999463	
turkey	8	99.95253	99.96990	99.97866	0.999624	0.999624	
tayyip	8	99.94681	99.96990	99.97866	0.999613	0.999613	
success	8	99.94965	99.96990	99.97866	0.999586	0.999567	
star	8	99.95180	99.96990	99.97866	0.999658	0.999697	
society	8	99.94535	99.96990	99.97866	0.999574	0.999554	
slightly	8	99.95042	99.96990	99.97866	0.999550	0.999511	
row	8	99.95107	99.96990	99.97866	0.999693	0.999750	
singer	8	99.96168	99.96990	99.97866	0.999647	0.999647	
saw	8	99.95107	99.96990	99.97866	0.999689	0.999746	
series	8	99.94892	99.96990	99.97866	0.999599	0.999599	
reports	8	99.94965	99.96990	99.97866	0.999586	0.999567	
recep	8	99.94535	99.96990	99.97866	0.999614	0.999633	
question	8	99.94750	99.96990	99.97866	0.999558	0.999520	
score	8	99.94462	99.96990	99.97866	0.999614	0.999633	
recent	8	99.95180	99.96990	99.97866	0.999602	0.999602	
rather	8	99.94608	99.96990	99.97866	0.999590	0.999590	
previous	8	99.94681	99.96990	99.97866	0.999542	0.999503	
process	8	99.94750	99.96990	99.97866	0.999576	0.999557	
press	8	99.94896	99.96990	99.97866	0.999624	0.999643	
pass	8	99.94681	99.96990	99.97866	0.999638	0.999676	
past	8	99.94608	99.96990	99.97866	0.999638	0.999676	
office	8	99.94462	99.96990	99.97866	0.999590	0.999590	
paris	8	99.95388	99.96990	99.97866	0.999650	0.999669	
parking	8	99.94969	99.96990	99.97866	0.999572	0.999553	
organ	8	99.94750	99.96990	99.97866	0.999614	0.999633	
korean	8	99.94535	99.96990	99.97866	0.999590	0.999590	
once	8	99.95883	99.96990	99.97866	0.999673	0.999711	
opportunity	8	99.94884	99.96990	99.97866	0.999493	0.999397	
level	8	99.95100	99.96990	99.97866	0.999639	0.999659	
larsen	8	99.95307	99.96990	99.97866	0.999620	0.999620	
july	8	99.94892	99.96990	99.97866	0.999658	0.999696	
kavanaugh	8	99.94892	99.96990	99.97866	0.999519	0.999461	
island	8	99.95180	99.96990	99.97866	0.999610	0.999610	
held	8	99.94823	99.96990	99.97866	0.999648	0.999687	
himself	8	99.94462	99.96990	99.97866	0.999566	0.999547	
hall	8	99.94892	99.96990	99.97866	0.999658	0.999697	
investigation	8	99.95315	99.96990	99.97866	0.999457	0.999323	
hahn	8	99.95100	99.96990	99.97866	0.999653	0.999692	
getting	8	99.94608	99.96990	99.97866	0.999566	0.999547	
forest	8	99.94750	99.96990	99.97866	0.999601	0.999601	
find	8	99.94462	99.96990	99.97866	0.999638	0.999676	
florian	8	99.94535	99.96990	99.97866	0.999566	0.999547	
final	8	99.94750	99.96990	99.97866	0.999617	0.999636	
feel	8	99.94608	99.96990	99.97866	0.999638	0.999676	
fans	8	99.95684	99.96990	99.97866	0.999657	0.999696	
european	8	99.94535	99.96990	99.97866	0.999542	0.999503	
executive	8	99.94823	99.96990	99.97866	0.999530	0.999472	
europe	8	99.95388	99.96990	99.97866	0.999615	0.999615	
due	8	99.94884	99.96990	99.97866	0.999677	0.999735	
crashed	8	99.95038	99.96990	99.97866	0.999566	0.999547	
demonstrated	8	99.94677	99.96990	99.97866	0.999456	0.999341	
defeat	8	99.94462	99.96990	99.97866	0.999590	0.999590	
debate	8	99.95100	99.96990	99.97866	0.999615	0.999615	
de	8	99.94681	99.96990	99.97866	0.999687	0.999764	
community	8	99.95030	99.96990	99.97866	0.999541	0.999483	
competition	8	99.95395	99.96990	99.97866	0.999511	0.999414	
coming	8	99.94681	99.96990	99.97866	0.999590	0.999590	
comes	8	99.94681	99.96990	99.97866	0.999614	0.999633	
coalition	8	99.94535	99.96990	99.97866	0.999518	0.999460	
colleagues	8	99.94957	99.96990	99.97866	0.999509	0.999432	
background	8	99.95100	99.96990	99.97866	0.999512	0.999435	
bonn	8	99.95388	99.96990	99.97866	0.999670	0.999708	
building	8	99.95173	99.96990	99.97866	0.999567	0.999529	
birthday	8	99.95595	99.96990	99.97866	0.999596	0.999558	
bayern	8	99.94608	99.96990	99.97866	0.999598	0.999598	
championship	8	99.94823	99.96990	99.97866	0.999446	0.999330	
chancellor	8	99.94957	99.96990	99.97866	0.999509	0.999432	
became	8	99.94892	99.96990	99.97866	0.999596	0.999596	
available	8	99.94677	99.96990	99.97866	0.999528	0.999470	
august	8	99.95322	99.96990	99.97866	0.999623	0.999623	
albachten	8	99.94681	99.96990	99.97866	0.999524	0.999466	
associations	8	99.94892	99.96990	99.97866	0.999459	0.999344	
ambulance	8	99.95107	99.96990	99.97866	0.999537	0.999480	
academy	8	99.95315	99.96990	99.97866	0.999599	0.999580	
26	8	99.94823	99.96990	99.97866	0.999702	0.999779	
16	8	99.94965	99.96990	99.97866	0.999689	0.999766	
100	8	99.94681	99.96990	99.97866	0.999662	0.999720	
white	7	99.95442	99.96990	99.98080	0.999666	0.999683	
weeks	7	99.95300	99.96990	99.98080	0.999663	0.999680	
use	7	99.95154	99.96990	99.98080	0.999704	0.999755	
un	7	99.95799	99.96990	99.98080	0.999746	0.999813	
tuesday	7	99.95799	99.96990	99.98080	0.999658	0.999641	
total	7	99.96295	99.96990	99.98080	0.999697	0.999714	
told	7	99.95300	99.96990	99.98080	0.999683	0.999717	
term	7	99.95442	99.96990	99.98080	0.999686	0.999720	
think	7	99.95657	99.96990	99.98080	0.999683	0.999699	
tiger	7	99.95300	99.96990	99.98080	0.999668	0.999685	
survey	7	99.95792	99.96990	99.98080	0.999673	0.999673	
taxi	7	99.96007	99.96990	99.98080	0.999722	0.999756	
small	7	99.95227	99.96990	99.98080	0.999662	0.999679	
song	7	99.95369	99.96990	99.98080	0.999684	0.999718	
songs	7	99.96015	99.96990	99.98080	0.999693	0.999710	
say	7	99.95300	99.96990	99.98080	0.999712	0.999763	
run	7	99.95227	99.96990	99.98080	0.999704	0.999755	
register	7	99.95442	99.96990	99.98080	0.999602	0.999569	
residents	7	99.95154	99.96990	99.98080	0.999578	0.999528	
responsible	7	99.95650	99.96990	99.98080	0.999551	0.999467	
received	7	99.95154	99.96990	99.98080	0.999599	0.999566	
reckenfeld	7	99.95442	99.96990	99.98080	0.999563	0.999496	
rebic	7	99.95442	99.96990	99.98080	0.999662	0.999679	
provided	7	99.95442	99.96990	99.98080	0.999602	0.999569	
property	7	99.95515	99.96990	99.98080	0.999616	0.999582	
reasons	7	99.95227	99.96990	99.98080	0.999620	0.999603	
professional	7	99.96222	99.96990	99.98080	0.999536	0.999436	
places	7	99.95730	99.96990	99.98080	0.999662	0.999662	
partner	7	99.95300	99.96990	99.98080	0.999620	0.999603	
penalty	7	99.95515	99.96990	99.98080	0.999637	0.999620	
olympic	7	99.95373	99.96990	99.98080	0.999627	0.999610	
park	7	99.96007	99.96990	99.98080	0.999719	0.999752	
numerous	7	99.95442	99.96990	99.98080	0.999602	0.999569	
nuclear	7	99.95227	99.96990	99.98080	0.999620	0.999603	
nottuln	7	99.96007	99.96990	99.98080	0.999656	0.999639	
native	7	99.95227	99.96990	99.98080	0.999641	0.999641	
member	7	99.95442	99.96990	99.98080	0.999642	0.999642	
mülheim	7	99.95730	99.96990	99.98080	0.999623	0.999606	
naldo	7	99.96214	99.96990	99.98080	0.999703	0.999720	
needs	7	99.95369	99.96990	99.98080	0.999668	0.999685	
mexico	7	99.95865	99.96990	99.98080	0.999673	0.999673	
moment	7	99.95442	99.96990	99.98080	0.999651	0.999651	
manchester	7	99.95650	99.96990	99.98080	0.999572	0.999505	
medal	7	99.95792	99.96990	99.98080	0.999688	0.999704	
market	7	99.96230	99.96990	99.98080	0.999682	0.999682	
maas	7	99.96925	99.96990	99.98080	0.999749	0.999783	
managed	7	99.95154	99.96990	99.98080	0.999620	0.999603	
live	7	99.95515	99.96990	99.98080	0.999700	0.999733	
locomotives	7	99.95792	99.96990	99.98080	0.999561	0.999477	
let	7	99.95577	99.96990	99.98080	0.999719	0.999770	
join	7	99.95300	99.96990	99.98080	0.999686	0.999720	
labor	7	99.95300	99.96990	99.98080	0.999663	0.999680	
issue	7	99.95227	99.96990	99.98080	0.999662	0.999679	
grand	7	99.95154	99.96990	99.98080	0.999662	0.999679	
ground	7	99.95442	99.96990	99.98080	0.999651	0.999651	
holy	7	99.95300	99.96990	99.98080	0.999690	0.999724	
hospital	7	99.95799	99.96990	99.98080	0.999630	0.999596	
full	7	99.95442	99.96990	99.98080	0.999693	0.999727	
gave	7	99.95373	99.96990	99.98080	0.999686	0.999720	
hand	7	99.95584	99.96990	99.98080	0.999704	0.999737	
france	7	99.95650	99.96990	99.98080	0.999656	0.999656	
foundation	7	99.95584	99.96990	99.98080	0.999567	0.999500	
fifth	7	99.95227	99.96990	99.98080	0.999662	0.999679	
felt	7	99.95657	99.96990	99.98080	0.999696	0.999729	
explains	7	99.95442	99.96990	99.98080	0.999618	0.999584	
face	7	99.95584	99.96990	99.98080	0.999704	0.999737	
expected	7	99.95369	99.96990	99.98080	0.999622	0.999588	
example	7	99.95799	99.96990	99.98080	0.999643	0.999626	
exactly	7	99.95442	99.96990	99.98080	0.999634	0.999617	
electric	7	99.95227	99.96990	99.98080	0.999599	0.999566	
door	7	99.95584	99.96990	99.98080	0.999704	0.999737	
death	7	99.95584	99.96990	99.98080	0.999683	0.999699	
discovered	7	99.95154	99.96990	99.98080	0.999557	0.999490	
david	7	99.95373	99.96990	99.98080	0.999662	0.999679	
date	7	99.95369	99.96990	99.98080	0.999693	0.999727	
created	7	99.95154	99.96990	99.98080	0.999620	0.999603	
dangerous	7	99.95369	99.96990	99.98080	0.999588	0.999538	
crash	7	99.96222	99.96990	99.98080	0.999694	0.999711	
court	7	99.95369	99.96990	99.98080	0.999672	0.999689	
continued	7	99.95442	99.96990	99.98080	0.999588	0.999538	
considered	7	99.95369	99.96990	99.98080	0.999558	0.999491	
choir	7	99.95657	99.96990	99.98080	0.999669	0.999686	
chelsea	7	99.96222	99.96990	99.98080	0.999662	0.999645	
concert	7	99.95369	99.96990	99.98080	0.999630	0.999614	
card	7	99.95369	99.96990	99.98080	0.999686	0.999720	
borussia	7	99.95723	99.96990	99.98080	0.999614	0.999581	
beginning	7	99.95373	99.96990	99.98080	0.999578	0.999528	
bild	7	99.95369	99.96990	99.98080	0.999686	0.999720	
austria	7	99.95442	99.96990	99.98080	0.999630	0.999614	
approximately	7	99.95442	99.96990	99.98080	0.999511	0.999393	
apple	7	99.95938	99.96990	99.98080	0.999684	0.999700	
angela	7	99.95369	99.96990	99.98080	0.999641	0.999641	
attempted	7	99.95154	99.96990	99.98080	0.999578	0.999528	
alone	7	99.95227	99.96990	99.98080	0.999662	0.999679	
apparently	7	99.95584	99.96990	99.98080	0.999570	0.999503	
appeared	7	99.95227	99.96990	99.98080	0.999599	0.999566	
across	7	99.95577	99.96990	99.98080	0.999656	0.999656	
actually	7	99.95227	99.96990	99.98080	0.999607	0.999573	
additional	7	99.95300	99.96990	99.98080	0.999557	0.999490	
accused	7	99.95300	99.96990	99.98080	0.999620	0.999603	
96	7	99.95369	99.96990	99.98080	0.999739	0.999806	
5	7	99.95369	99.96990	99.98080	0.999756	0.999841	
45	7	99.95650	99.96990	99.98080	0.999747	0.999814	
80	7	99.95661	99.96990	99.98080	0.999748	0.999815	
2019	7	99.95799	99.96990	99.98080	0.999714	0.999747	
10	7	99.95723	99.96990	99.98080	0.999741	0.999808	
your	6	99.96765	99.96990	99.98293	0.999765	0.999794	
young	6	99.95846	99.96990	99.98293	0.999716	0.999731	
york	6	99.96423	99.96990	99.98293	0.999755	0.999784	
words	6	99.96135	99.96990	99.98293	0.999721	0.999735	
wolfsburg	6	99.96492	99.96990	99.98293	0.999659	0.999616	
winter	6	99.96135	99.96990	99.98293	0.999703	0.999703	
volleyball	6	99.96692	99.96990	99.98293	0.999657	0.999599	
wife	6	99.95919	99.96990	99.98293	0.999728	0.999757	
vfl	6	99.96269	99.96990	99.98293	0.999762	0.999805	
twice	6	99.95846	99.96990	99.98293	0.999710	0.999725	
vfb	6	99.96135	99.96990	99.98293	0.999750	0.999793	
tutzing	6	99.96135	99.96990	99.98293	0.999692	0.999678	
towards	6	99.96269	99.96990	99.98293	0.999690	0.999675	
those	6	99.96907	99.96990	99.98293	0.999744	0.999758	
thus	6	99.97537	99.96990	99.98293	0.999789	0.999818	
thought	6	99.95846	99.96990	99.98293	0.999674	0.999660	
thomas	6	99.95992	99.96990	99.98293	0.999692	0.999692	
talks	6	99.96135	99.96990	99.98293	0.999714	0.999728	
stands	6	99.96277	99.96990	99.98293	0.999704	0.999704	
support	6	99.95846	99.96990	99.98293	0.999674	0.999660	
square	6	99.96269	99.96990	99.98293	0.999708	0.999708	
solo	6	99.96208	99.96990	99.98293	0.999739	0.999767	
sports	6	99.95846	99.96990	99.98293	0.999692	0.999692	
soon	6	99.96484	99.96990	99.98293	0.999754	0.999783	
sent	6	99.95846	99.96990	99.98293	0.999728	0.999757	
signs	6	99.95846	99.96990	99.98293	0.999710	0.999725	
shortly	6	99.96838	99.96990	99.98293	0.999711	0.999696	
seems	6	99.96061	99.96990	99.98293	0.999714	0.999728	
scoring	6	99.95919	99.96990	99.98293	0.999674	0.999660	
residential	6	99.96208	99.96990	99.98293	0.999603	0.999531	
rule	6	99.96342	99.96990	99.98293	0.999744	0.999773	
scorer	6	99.96061	99.96990	99.98293	0.999696	0.999696	
sartor	6	99.97329	99.96990	99.98293	0.999741	0.999741	
room	6	99.96484	99.96990	99.98293	0.999754	0.999783	
rescue	6	99.96208	99.96990	99.98293	0.999696	0.999696	
report	6	99.96135	99.96990	99.98293	0.999703	0.999703	
released	6	99.95992	99.96990	99.98293	0.999659	0.999631	
region	6	99.95919	99.96990	99.98293	0.999692	0.999692	
refugee	6	99.96415	99.96990	99.98293	0.999690	0.999675	
provide	6	99.95919	99.96990	99.98293	0.999674	0.999660	
protests	6	99.96907	99.96990	99.98293	0.999697	0.999668	
properties	6	99.96269	99.96990	99.98293	0.999636	0.999578	
program	6	99.96277	99.96990	99.98293	0.999695	0.999680	
real	6	99.95846	99.96990	99.98293	0.999728	0.999757	
probably	6	99.95846	99.96990	99.98293	0.999662	0.999633	
politician	6	99.96492	99.96990	99.98293	0.999630	0.999572	
pressure	6	99.96277	99.96990	99.98293	0.999670	0.999641	
otherwise	6	99.96907	99.96990	99.98293	0.999679	0.999636	
ourselves	6	99.95846	99.96990	99.98293	0.999638	0.999595	
playing	6	99.96838	99.96990	99.98293	0.999711	0.999696	
person	6	99.96061	99.96990	99.98293	0.999703	0.999703	
opportunities	6	99.96772	99.96990	99.98293	0.999602	0.999501	
never	6	99.95846	99.96990	99.98293	0.999710	0.999725	
oktoberfest	6	99.96061	99.96990	99.98293	0.999605	0.999533	
migration	6	99.95846	99.96990	99.98293	0.999638	0.999595	
nafta	6	99.96135	99.96990	99.98293	0.999721	0.999735	
middle	6	99.95919	99.96990	99.98293	0.999692	0.999692	
movement	6	99.96277	99.96990	99.98293	0.999677	0.999648	
