Type	Frequency	bleu	macrof	microf	CHRF1	CHRF3
hiltrup	10	99.93150	99.96990	99.97439	0.999433	0.999433	
fruit	10	99.93861	99.96990	99.97439	0.999563	0.999563	
food	10	99.93580	99.96990	99.97439	0.999628	0.999628	
going	10	99.93223	99.96990	99.97439	0.999551	0.999551	
fc	10	99.95056	99.96990	99.97439	0.999792	0.999792	
easy	10	99.93292	99.96990	99.97439	0.999618	0.999618	
discussion	10	99.93507	99.96990	99.97439	0.999268	0.999268	
diesel	10	99.93507	99.96990	99.97439	0.999490	0.999490	
cross	10	99.93580	99.96990	99.97439	0.999558	0.999558	
everything	10	99.93861	99.96990	99.97439	0.999273	0.999273	
center	10	99.93365	99.96990	99.97439	0.999498	0.999498	
close	10	99.94560	99.96990	99.97439	0.999593	0.999593	
course	10	99.94153	99.96990	99.97439	0.999522	0.999522	
civil	10	99.93150	99.96990	99.97439	0.999547	0.999547	
celebrate	10	99.93150	99.96990	99.97439	0.999307	0.999307	
company	10	99.94015	99.96990	99.97439	0.999459	0.999459	
bundesliga	10	99.93507	99.96990	99.97439	0.999257	0.999257	
celebrated	10	99.93077	99.96990	99.97439	0.999247	0.999247	
bolsonaro	10	99.94783	99.96990	99.97439	0.999378	0.999378	
become	10	99.93511	99.96990	99.97439	0.999494	0.999494	
cdu	10	99.93365	99.96990	99.97439	0.999669	0.999669	
audi	10	99.93500	99.96990	99.97439	0.999623	0.999623	
barcelona	10	99.94768	99.96990	99.97439	0.999368	0.999368	
agreement	10	99.94145	99.96990	99.97439	0.999353	0.999353	
2018	10	99.93580	99.96990	99.97439	0.999628	0.999628	
von	9	99.93842	99.96990	99.97653	0.999701	0.999701	
wing	9	99.94200	99.96990	99.97653	0.999667	0.999667	
agreed	10	99.93365	99.96990	99.97439	0.999498	0.999498	
appearance	10	99.93507	99.96990	99.97439	0.999268	0.999268	
wins	9	99.94131	99.96990	99.97653	0.999647	0.999647	
therefore	9	99.94903	99.96990	99.97653	0.999413	0.999413	
teams	9	99.93842	99.96990	99.97653	0.999593	0.999593	
takes	9	99.93984	99.96990	99.97653	0.999599	0.999599	
tried	9	99.93842	99.96990	99.97653	0.999593	0.999593	
though	9	99.94415	99.96990	99.97653	0.999569	0.999569	
usa	9	99.94200	99.96990	99.97653	0.999714	0.999714	
strong	9	99.93769	99.96990	99.97653	0.999539	0.999539	
times	9	99.94415	99.96990	99.97653	0.999619	0.999619	
themselves	9	99.94415	99.96990	99.97653	0.999343	0.999343	
successful	9	99.93842	99.96990	99.97653	0.999322	0.999322	
talk	9	99.93984	99.96990	99.97653	0.999657	0.999657	
tafel	9	99.94192	99.96990	99.97653	0.999608	0.999608	
step	9	99.94415	99.96990	99.97653	0.999673	0.999673	
street	9	99.94407	99.96990	99.97653	0.999564	0.999564	
stuttgart	9	99.94346	99.96990	99.97653	0.999387	0.999387	
station	9	99.94200	99.96990	99.97653	0.999505	0.999505	
speech	9	99.94480	99.96990	99.97653	0.999564	0.999564	
sound	9	99.94419	99.96990	99.97653	0.999613	0.999613	
stated	9	99.94131	99.96990	99.97653	0.999549	0.999549	
services	9	99.94703	99.96990	99.97653	0.999451	0.999451	
result	9	99.94273	99.96990	99.97653	0.999555	0.999555	
seriously	9	99.94553	99.96990	99.97653	0.999392	0.999392	
recently	9	99.94200	99.96990	99.97653	0.999433	0.999433	
return	9	99.93842	99.96990	99.97653	0.999539	0.999539	
referendum	9	99.95118	99.96990	99.97653	0.999373	0.999373	
ronaldo	9	99.94480	99.96990	99.97653	0.999503	0.999503	
morning	9	99.93915	99.96990	99.97653	0.999485	0.999485	
quickly	9	99.94480	99.96990	99.97653	0.999510	0.999510	
previously	9	99.95191	99.96990	99.97653	0.999353	0.999353	
remain	9	99.93769	99.96990	99.97653	0.999539	0.999539	
power	9	99.94058	99.96990	99.97653	0.999593	0.999593	
mesut	9	99.94058	99.96990	99.97653	0.999596	0.999596	
others	9	99.94622	99.96990	99.97653	0.999564	0.999564	
mood	9	99.94415	99.96990	99.97653	0.999663	0.999663	
mayor	9	99.93769	99.96990	99.97653	0.999593	0.999593	
muscle	9	99.94768	99.96990	99.97653	0.999565	0.999565	
meeting	9	99.93769	99.96990	99.97653	0.999485	0.999485	
mosque	9	99.94131	99.96990	99.97653	0.999549	0.999549	
million	9	99.93989	99.96990	99.97653	0.999485	0.999485	
main	9	99.94419	99.96990	99.97653	0.999654	0.999654	
lost	9	99.93769	99.96990	99.97653	0.999647	0.999647	
mainz	9	99.94838	99.96990	99.97653	0.999639	0.999639	
lohan	9	99.94407	99.96990	99.97653	0.999608	0.999608	
media	9	99.94338	99.96990	99.97653	0.999608	0.999608	
jürgen	9	99.94265	99.96990	99.97653	0.999554	0.999554	
living	9	99.94346	99.96990	99.97653	0.999551	0.999551	
involved	9	99.94200	99.96990	99.97653	0.999435	0.999435	
longer	9	99.93915	99.96990	99.97653	0.999539	0.999539	
keller	9	99.95045	99.96990	99.97653	0.999579	0.999579	
law	9	99.94838	99.96990	99.97653	0.999747	0.999747	
information	9	99.94131	99.96990	99.97653	0.999279	0.999279	
huge	9	99.93769	99.96990	99.97653	0.999647	0.999647	
gets	9	99.94058	99.96990	99.97653	0.999650	0.999650	
hannover	9	99.94273	99.96990	99.97653	0.999454	0.999454	
history	9	99.94911	99.96990	99.97653	0.999530	0.999530	
foreign	9	99.94622	99.96990	99.97653	0.999504	0.999504	
gardening	9	99.94192	99.96990	99.97653	0.999392	0.999392	
general	9	99.93984	99.96990	99.97653	0.999491	0.999491	
enough	9	99.94415	99.96990	99.97653	0.999559	0.999559	
died	9	99.94626	99.96990	99.97653	0.999672	0.999672	
eintracht	9	99.95049	99.96990	99.97653	0.999417	0.999417	
currently	9	99.95883	99.96990	99.97653	0.999453	0.999453	
film	9	99.94273	99.96990	99.97653	0.999657	0.999657	
explained	9	99.94058	99.96990	99.97653	0.999378	0.999378	
champions	9	99.94058	99.96990	99.97653	0.999377	0.999377	
criticism	9	99.94338	99.96990	99.97653	0.999392	0.999392	
especially	9	99.94192	99.96990	99.97653	0.999338	0.999338	
conditions	9	99.93769	99.96990	99.97653	0.999322	0.999322	
75	9	99.94488	99.96990	99.97653	0.999777	0.999777	
candidate	9	99.94346	99.96990	99.97653	0.999387	0.999387	
catalan	9	99.93984	99.96990	99.97653	0.999488	0.999488	
ahlen	9	99.94407	99.96990	99.97653	0.999611	0.999611	
18	9	99.94131	99.96990	99.97653	0.999761	0.999761	
7	9	99.94419	99.96990	99.97653	0.999834	0.999834	
woman	8	99.94965	99.96990	99.97866	0.999651	0.999651	
yes	8	99.96367	99.96990	99.97866	0.999805	0.999805	
youth	8	99.95380	99.96990	99.97866	0.999668	0.999668	
50	9	99.94265	99.96990	99.97653	0.999770	0.999770	
29	9	99.94911	99.96990	99.97653	0.999779	0.999779	
wolbeck	8	99.95307	99.96990	99.97866	0.999572	0.999572	
!	9	99.96663	99.96990	99.97653	0.999911	0.999911	
transport	8	99.94750	99.96990	99.97866	0.999449	0.999449	
weekend	8	99.95177	99.96990	99.97866	0.999557	0.999557	
turkey	8	99.95253	99.96990	99.97866	0.999616	0.999616	
wine	8	99.94750	99.96990	99.97866	0.999686	0.999686	
tree	8	99.94892	99.96990	99.97866	0.999699	0.999699	
town	8	99.94535	99.96990	99.97866	0.999686	0.999686	
tayyip	8	99.94681	99.96990	99.97866	0.999590	0.999590	
success	8	99.94965	99.96990	99.97866	0.999562	0.999562	
slightly	8	99.95042	99.96990	99.97866	0.999494	0.999494	
star	8	99.95180	99.96990	99.97866	0.999706	0.999706	
society	8	99.94535	99.96990	99.97866	0.999542	0.999542	
singer	8	99.96168	99.96990	99.97866	0.999647	0.999647	
score	8	99.94462	99.96990	99.97866	0.999638	0.999638	
saw	8	99.95107	99.96990	99.97866	0.999761	0.999761	
row	8	99.95107	99.96990	99.97866	0.999765	0.999765	
series	8	99.94892	99.96990	99.97866	0.999599	0.999599	
rather	8	99.94608	99.96990	99.97866	0.999590	0.999590	
past	8	99.94608	99.96990	99.97866	0.999686	0.999686	
question	8	99.94750	99.96990	99.97866	0.999510	0.999510	
process	8	99.94750	99.96990	99.97866	0.999552	0.999552	
reports	8	99.94965	99.96990	99.97866	0.999562	0.999562	
parking	8	99.94969	99.96990	99.97866	0.999548	0.999548	
press	8	99.94896	99.96990	99.97866	0.999648	0.999648	
recent	8	99.95180	99.96990	99.97866	0.999602	0.999602	
previous	8	99.94681	99.96990	99.97866	0.999494	0.999494	
recep	8	99.94535	99.96990	99.97866	0.999638	0.999638	
pass	8	99.94681	99.96990	99.97866	0.999686	0.999686	
level	8	99.95100	99.96990	99.97866	0.999663	0.999663	
office	8	99.94462	99.96990	99.97866	0.999590	0.999590	
organ	8	99.94750	99.96990	99.97866	0.999638	0.999638	
once	8	99.95883	99.96990	99.97866	0.999721	0.999721	
korean	8	99.94535	99.96990	99.97866	0.999590	0.999590	
paris	8	99.95388	99.96990	99.97866	0.999674	0.999674	
larsen	8	99.95307	99.96990	99.97866	0.999620	0.999620	
himself	8	99.94462	99.96990	99.97866	0.999542	0.999542	
opportunity	8	99.94884	99.96990	99.97866	0.999365	0.999365	
island	8	99.95180	99.96990	99.97866	0.999610	0.999610	
held	8	99.94823	99.96990	99.97866	0.999696	0.999696	
kavanaugh	8	99.94892	99.96990	99.97866	0.999447	0.999447	
july	8	99.94892	99.96990	99.97866	0.999698	0.999698	
hall	8	99.94892	99.96990	99.97866	0.999706	0.999706	
investigation	8	99.95315	99.96990	99.97866	0.999289	0.999289	
hahn	8	99.95100	99.96990	99.97866	0.999701	0.999701	
florian	8	99.94535	99.96990	99.97866	0.999542	0.999542	
fans	8	99.95684	99.96990	99.97866	0.999705	0.999705	
feel	8	99.94608	99.96990	99.97866	0.999686	0.999686	
forest	8	99.94750	99.96990	99.97866	0.999601	0.999601	
getting	8	99.94608	99.96990	99.97866	0.999542	0.999542	
find	8	99.94462	99.96990	99.97866	0.999686	0.999686	
final	8	99.94750	99.96990	99.97866	0.999641	0.999641	
due	8	99.94884	99.96990	99.97866	0.999749	0.999749	
executive	8	99.94823	99.96990	99.97866	0.999446	0.999446	
europe	8	99.95388	99.96990	99.97866	0.999615	0.999615	
european	8	99.94535	99.96990	99.97866	0.999494	0.999494	
defeat	8	99.94462	99.96990	99.97866	0.999590	0.999590	
debate	8	99.95100	99.96990	99.97866	0.999615	0.999615	
de	8	99.94681	99.96990	99.97866	0.999783	0.999783	
demonstrated	8	99.94677	99.96990	99.97866	0.999312	0.999312	
comes	8	99.94681	99.96990	99.97866	0.999638	0.999638	
coming	8	99.94681	99.96990	99.97866	0.999590	0.999590	
competition	8	99.95395	99.96990	99.97866	0.999390	0.999390	
crashed	8	99.95038	99.96990	99.97866	0.999542	0.999542	
colleagues	8	99.94957	99.96990	99.97866	0.999413	0.999413	
bonn	8	99.95388	99.96990	99.97866	0.999718	0.999718	
coalition	8	99.94535	99.96990	99.97866	0.999446	0.999446	
building	8	99.95173	99.96990	99.97866	0.999519	0.999519	
community	8	99.95030	99.96990	99.97866	0.999461	0.999461	
championship	8	99.94823	99.96990	99.97866	0.999302	0.999302	
birthday	8	99.95595	99.96990	99.97866	0.999541	0.999541	
chancellor	8	99.94957	99.96990	99.97866	0.999413	0.999413	
bayern	8	99.94608	99.96990	99.97866	0.999590	0.999590	
became	8	99.94892	99.96990	99.97866	0.999596	0.999596	
background	8	99.95100	99.96990	99.97866	0.999416	0.999416	
associations	8	99.94892	99.96990	99.97866	0.999315	0.999315	
ambulance	8	99.95107	99.96990	99.97866	0.999465	0.999465	
available	8	99.94677	99.96990	99.97866	0.999456	0.999456	
august	8	99.95322	99.96990	99.97866	0.999623	0.999623	
albachten	8	99.94681	99.96990	99.97866	0.999452	0.999452	
academy	8	99.95315	99.96990	99.97866	0.999567	0.999567	
use	7	99.95154	99.96990	99.98080	0.999767	0.999767	
26	8	99.94823	99.96990	99.97866	0.999798	0.999798	
100	8	99.94681	99.96990	99.97866	0.999734	0.999734	
16	8	99.94965	99.96990	99.97866	0.999785	0.999785	
weeks	7	99.95300	99.96990	99.98080	0.999684	0.999684	
white	7	99.95442	99.96990	99.98080	0.999687	0.999687	
un	7	99.95799	99.96990	99.98080	0.999830	0.999830	
total	7	99.96295	99.96990	99.98080	0.999718	0.999718	
think	7	99.95657	99.96990	99.98080	0.999704	0.999704	
tiger	7	99.95300	99.96990	99.98080	0.999689	0.999689	
tuesday	7	99.95799	99.96990	99.98080	0.999630	0.999630	
told	7	99.95300	99.96990	99.98080	0.999725	0.999725	
taxi	7	99.96007	99.96990	99.98080	0.999754	0.999754	
term	7	99.95442	99.96990	99.98080	0.999728	0.999728	
small	7	99.95227	99.96990	99.98080	0.999683	0.999683	
song	7	99.95369	99.96990	99.98080	0.999726	0.999726	
songs	7	99.96015	99.96990	99.98080	0.999714	0.999714	
say	7	99.95300	99.96990	99.98080	0.999768	0.999768	
survey	7	99.95792	99.96990	99.98080	0.999667	0.999667	
run	7	99.95227	99.96990	99.98080	0.999767	0.999767	
reckenfeld	7	99.95442	99.96990	99.98080	0.999479	0.999479	
responsible	7	99.95650	99.96990	99.98080	0.999446	0.999446	
residents	7	99.95154	99.96990	99.98080	0.999515	0.999515	
places	7	99.95730	99.96990	99.98080	0.999662	0.999662	
property	7	99.95515	99.96990	99.98080	0.999567	0.999567	
provided	7	99.95442	99.96990	99.98080	0.999560	0.999560	
received	7	99.95154	99.96990	99.98080	0.999557	0.999557	
register	7	99.95442	99.96990	99.98080	0.999560	0.999560	
rebic	7	99.95442	99.96990	99.98080	0.999683	0.999683	
reasons	7	99.95227	99.96990	99.98080	0.999599	0.999599	
penalty	7	99.95515	99.96990	99.98080	0.999609	0.999609	
professional	7	99.96222	99.96990	99.98080	0.999410	0.999410	
park	7	99.96007	99.96990	99.98080	0.999761	0.999761	
partner	7	99.95300	99.96990	99.98080	0.999599	0.999599	
olympic	7	99.95373	99.96990	99.98080	0.999599	0.999599	
numerous	7	99.95442	99.96990	99.98080	0.999560	0.999560	
needs	7	99.95369	99.96990	99.98080	0.999689	0.999689	
naldo	7	99.96214	99.96990	99.98080	0.999724	0.999724	
nuclear	7	99.95227	99.96990	99.98080	0.999599	0.999599	
mülheim	7	99.95730	99.96990	99.98080	0.999602	0.999602	
moment	7	99.95442	99.96990	99.98080	0.999651	0.999651	
native	7	99.95227	99.96990	99.98080	0.999641	0.999641	
nottuln	7	99.96007	99.96990	99.98080	0.999635	0.999635	
mexico	7	99.95865	99.96990	99.98080	0.999667	0.999667	
medal	7	99.95792	99.96990	99.98080	0.999709	0.999709	
market	7	99.96230	99.96990	99.98080	0.999682	0.999682	
member	7	99.95442	99.96990	99.98080	0.999642	0.999642	
locomotives	7	99.95792	99.96990	99.98080	0.999456	0.999456	
manchester	7	99.95650	99.96990	99.98080	0.999488	0.999488	
managed	7	99.95154	99.96990	99.98080	0.999599	0.999599	
maas	7	99.96925	99.96990	99.98080	0.999791	0.999791	
labor	7	99.95300	99.96990	99.98080	0.999684	0.999684	
join	7	99.95300	99.96990	99.98080	0.999728	0.999728	
let	7	99.95577	99.96990	99.98080	0.999783	0.999783	
holy	7	99.95300	99.96990	99.98080	0.999725	0.999725	
live	7	99.95515	99.96990	99.98080	0.999742	0.999742	
gave	7	99.95373	99.96990	99.98080	0.999728	0.999728	
full	7	99.95442	99.96990	99.98080	0.999735	0.999735	
grand	7	99.95154	99.96990	99.98080	0.999683	0.999683	
issue	7	99.95227	99.96990	99.98080	0.999683	0.999683	
ground	7	99.95442	99.96990	99.98080	0.999651	0.999651	
hospital	7	99.95799	99.96990	99.98080	0.999588	0.999588	
hand	7	99.95584	99.96990	99.98080	0.999746	0.999746	
france	7	99.95650	99.96990	99.98080	0.999656	0.999656	
felt	7	99.95657	99.96990	99.98080	0.999738	0.999738	
explains	7	99.95442	99.96990	99.98080	0.999567	0.999567	
fifth	7	99.95227	99.96990	99.98080	0.999683	0.999683	
foundation	7	99.95584	99.96990	99.98080	0.999483	0.999483	
face	7	99.95584	99.96990	99.98080	0.999746	0.999746	
expected	7	99.95369	99.96990	99.98080	0.999567	0.999567	
example	7	99.95799	99.96990	99.98080	0.999615	0.999615	
exactly	7	99.95442	99.96990	99.98080	0.999599	0.999599	
electric	7	99.95227	99.96990	99.98080	0.999557	0.999557	
david	7	99.95373	99.96990	99.98080	0.999683	0.999683	
death	7	99.95584	99.96990	99.98080	0.999704	0.999704	
discovered	7	99.95154	99.96990	99.98080	0.999473	0.999473	
date	7	99.95369	99.96990	99.98080	0.999735	0.999735	
dangerous	7	99.95369	99.96990	99.98080	0.999525	0.999525	
door	7	99.95584	99.96990	99.98080	0.999746	0.999746	
created	7	99.95154	99.96990	99.98080	0.999599	0.999599	
crash	7	99.96222	99.96990	99.98080	0.999715	0.999715	
choir	7	99.95657	99.96990	99.98080	0.999690	0.999690	
continued	7	99.95442	99.96990	99.98080	0.999525	0.999525	
card	7	99.95369	99.96990	99.98080	0.999728	0.999728	
court	7	99.95369	99.96990	99.98080	0.999693	0.999693	
concert	7	99.95369	99.96990	99.98080	0.999609	0.999609	
considered	7	99.95369	99.96990	99.98080	0.999474	0.999474	
bild	7	99.95369	99.96990	99.98080	0.999728	0.999728	
austria	7	99.95442	99.96990	99.98080	0.999609	0.999609	
beginning	7	99.95373	99.96990	99.98080	0.999515	0.999515	
approximately	7	99.95442	99.96990	99.98080	0.999350	0.999350	
chelsea	7	99.96222	99.96990	99.98080	0.999641	0.999641	
appeared	7	99.95227	99.96990	99.98080	0.999557	0.999557	
borussia	7	99.95723	99.96990	99.98080	0.999572	0.999572	
apple	7	99.95938	99.96990	99.98080	0.999705	0.999705	
apparently	7	99.95584	99.96990	99.98080	0.999479	0.999479	
attempted	7	99.95154	99.96990	99.98080	0.999515	0.999515	
additional	7	99.95300	99.96990	99.98080	0.999473	0.999473	
alone	7	99.95227	99.96990	99.98080	0.999683	0.999683	
angela	7	99.95369	99.96990	99.98080	0.999641	0.999641	
actually	7	99.95227	99.96990	99.98080	0.999558	0.999558	
across	7	99.95577	99.96990	99.98080	0.999656	0.999656	
accused	7	99.95300	99.96990	99.98080	0.999599	0.999599	
80	7	99.95661	99.96990	99.98080	0.999832	0.999832	
96	7	99.95369	99.96990	99.98080	0.999823	0.999823	
45	7	99.95650	99.96990	99.98080	0.999831	0.999831	
5	7	99.95369	99.96990	99.98080	0.999862	0.999862	
2019	7	99.95799	99.96990	99.98080	0.999756	0.999756	
10	7	99.95723	99.96990	99.98080	0.999825	0.999825	
winter	6	99.96135	99.96990	99.98293	0.999703	0.999703	
york	6	99.96423	99.96990	99.98293	0.999785	0.999785	
words	6	99.96135	99.96990	99.98293	0.999739	0.999739	
your	6	99.96765	99.96990	99.98293	0.999795	0.999795	
wolfsburg	6	99.96492	99.96990	99.98293	0.999605	0.999605	
young	6	99.95846	99.96990	99.98293	0.999728	0.999728	
volleyball	6	99.96692	99.96990	99.98293	0.999579	0.999579	
wife	6	99.95919	99.96990	99.98293	0.999765	0.999765	
tutzing	6	99.96135	99.96990	99.98293	0.999667	0.999667	
vfl	6	99.96269	99.96990	99.98293	0.999816	0.999816	
thus	6	99.97537	99.96990	99.98293	0.999825	0.999825	
towards	6	99.96269	99.96990	99.98293	0.999672	0.999672	
those	6	99.96907	99.96990	99.98293	0.999762	0.999762	
square	6	99.96269	99.96990	99.98293	0.999708	0.999708	
vfb	6	99.96135	99.96990	99.98293	0.999804	0.999804	
twice	6	99.95846	99.96990	99.98293	0.999728	0.999728	
stands	6	99.96277	99.96990	99.98293	0.999704	0.999704	
thought	6	99.95846	99.96990	99.98293	0.999656	0.999656	
sports	6	99.95846	99.96990	99.98293	0.999692	0.999692	
soon	6	99.96484	99.96990	99.98293	0.999790	0.999790	
talks	6	99.96135	99.96990	99.98293	0.999732	0.999732	
support	6	99.95846	99.96990	99.98293	0.999656	0.999656	
thomas	6	99.95992	99.96990	99.98293	0.999692	0.999692	
signs	6	99.95846	99.96990	99.98293	0.999728	0.999728	
solo	6	99.96208	99.96990	99.98293	0.999775	0.999775	
sent	6	99.95846	99.96990	99.98293	0.999765	0.999765	
seems	6	99.96061	99.96990	99.98293	0.999732	0.999732	
shortly	6	99.96838	99.96990	99.98293	0.999687	0.999687	
scoring	6	99.95919	99.96990	99.98293	0.999656	0.999656	
sartor	6	99.97329	99.96990	99.98293	0.999741	0.999741	
rule	6	99.96342	99.96990	99.98293	0.999780	0.999780	
scorer	6	99.96061	99.96990	99.98293	0.999696	0.999696	
room	6	99.96484	99.96990	99.98293	0.999790	0.999790	
residential	6	99.96208	99.96990	99.98293	0.999513	0.999513	
rescue	6	99.96208	99.96990	99.98293	0.999696	0.999696	
released	6	99.95992	99.96990	99.98293	0.999623	0.999623	
real	6	99.95846	99.96990	99.98293	0.999765	0.999765	
report	6	99.96135	99.96990	99.98293	0.999703	0.999703	
region	6	99.95919	99.96990	99.98293	0.999692	0.999692	
refugee	6	99.96415	99.96990	99.98293	0.999672	0.999672	
provide	6	99.95919	99.96990	99.98293	0.999656	0.999656	
protests	6	99.96907	99.96990	99.98293	0.999661	0.999661	
pressure	6	99.96277	99.96990	99.98293	0.999634	0.999634	
properties	6	99.96269	99.96990	99.98293	0.999564	0.999564	
program	6	99.96277	99.96990	99.98293	0.999677	0.999677	
playing	6	99.96838	99.96990	99.98293	0.999687	0.999687	
probably	6	99.95846	99.96990	99.98293	0.999620	0.999620	
opportunities	6	99.96772	99.96990	99.98293	0.999476	0.999476	
person	6	99.96061	99.96990	99.98293	0.999703	0.999703	
politician	6	99.96492	99.96990	99.98293	0.999558	0.999558	
otherwise	6	99.96907	99.96990	99.98293	0.999625	0.999625	
oktoberfest	6	99.96061	99.96990	99.98293	0.999515	0.999515	
ourselves	6	99.95846	99.96990	99.98293	0.999584	0.999584	
never	6	99.95846	99.96990	99.98293	0.999728	0.999728	
nafta	6	99.96135	99.96990	99.98293	0.999739	0.999739	
movement	6	99.96277	99.96990	99.98293	0.999641	0.999641	
musicians	6	99.96557	99.96990	99.98293	0.999606	0.999606	
mcgill	6	99.95846	99.96990	99.98293	0.999692	0.999692	
